"schema_name","table_name","columns"
"imp_kfm_ul","classificationInfo","ID слоя, Субъект предпринимательства?, Коммерческая организация?, Код формы собственности, БИН субъекта, из которого выделилс, является государственным органом?, Код статуса РО/ОО, Код типа фонда, Код типа государственного предпри, Участие лица без гражданства?, ID субъекта, Дочерняя организация?, Участие иностранных инвесторов?, Код типа частного предприниматель, Международная организация?, Способ образования"
"imp_kfm_ul","foundersFl","ID субъекта, Доля вклада проц, Сумма вклада тг, Отчество, Имя, Фамилия, Налоговый номер в стране инкорпор, ИИН, Код страны постоянного местожител, Код страны гражданства, Код отношения к гражданству, ID слоя"
"imp_kfm_ul","foundersInfo","ID слоя, Количество участников, учредителе, В том числе физических лиц, В том числе юридических лиц, ID субъекта"
"imp_kfm_ul","foundersUl","ID слоя, Является резидентом РК?, Код страны инкорпорации, БИН, Регистрационный номер в стране ин, Налоговый номер в стране инкорпор, Полное наименование на русском яз, Дата (пере)регистрации, Вид деятельности для иностранных , Сумма вклада тг, Доля вклада проц, ID субъекта"
"imp_kfm_ul","headOrgInfo","Полное наименование на русском яз, ID субъекта, ID слоя, Является резидентом РК?, Код страны инкорпорации, БИН, Регистрационный номер в стране ин, Налоговый номер в стране инкорпор, Вид деятельности для иностранных , Дата (пере)регистрации"
"imp_kfm_ul","historyActivities","Наименование на русском, Наименование на казахском, Код, ID слоя, ID субъекта"
"imp_kfm_ul","historyActivitiesACT","Код, Наименование на русском, Наименование на казахском, ID субъекта, ID слоя"
"imp_kfm_ul","historyActualStat","адрес на государственном языкеДат, Размерность организации, ID субъекта, адрес на русском языке, ID слоя, Код КАТО, Регистрационный код адреса, Признак активности (ситуационный , Дата получения актуализации ОКЭД"
"imp_kfm_ul","historyAddress","Район на государственном языке, Район на русском языке, Область на государственном языке, Область на русском языке, код геонима по ИС АР, Идентификатор АТЕ с ИС АР, Код КАТО, Почтовый индекс, Номер офиса Не входящий в РКА, Номер помещения, Тип помещения, Номер корпуса, Номер блока, Номер строения, Тип строения, Название улицы на государственном, Название улицы на русском языке, Населенный пункт на государственн, Населенный пункт на русском языке, Сельский округ на государственном, Сельский округ на русском языке, ID субъекта, ID слоя, Регистрационный код адреса"
"imp_kfm_ul","historyAuthCapital","УК всего тг, Доля гос-го капитала в тг, Доля гос-го капитала в процентах, Доля частного капитала тг, Доля частного капитала в процента, ID субъекта, ID слоя"
"imp_kfm_ul","historyClassificationInfo","Способ образования, ID субъекта, ID слоя, Код формы собственности, Коммерческая организация?, Субъект предпринимательства?, Код типа частного предприниматель, Дочерняя организация?, Международная организация?, Участие иностранных инвесторов?, Участие лица без гражданства?, Код типа государственного предпри, Код типа фонда, Код статуса РО/ОО, является государственным органом?, БИН субъекта, из которого выделилс"
"imp_kfm_ul","historyFoundersFl","Имя, Код отношения к гражданству, Доля вклада проц, Сумма вклада тг, ID субъекта, ID слоя, Отчество, Код страны гражданства, Код страны постоянного местожител, ИИН, Налоговый номер в стране инкорпор, Фамилия"
"imp_kfm_ul","historyFoundersInfo","ID слоя, ID субъекта, Количество участников, учредителе, В том числе физических лиц, В том числе юридических лиц"
"imp_kfm_ul","historyFoundersUl","БИН, ID субъекта, ID слоя, Является резидентом РК?, Код страны инкорпорации, Регистрационный номер в стране ин, Налоговый номер в стране инкорпор, Дата (пере)регистрации, Полное наименование на русском яз, Вид деятельности для иностранных , Сумма вклада тг, Доля вклада проц"
"imp_kfm_ul","historyHeadOrgInfo","Является резидентом РК?, Код страны инкорпорации, БИН, Регистрационный номер в стране ин, Налоговый номер в стране инкорпор, ID слоя, ID субъекта, Дата (пере)регистрации, Полное наименование на русском яз, Вид деятельности для иностранных "
"imp_kfm_ul","historyIdentificationAddInfo","Регистрирующий орган, ID субъекта, ID слоя, Регистрационный номер субъекта, Сокращенное наименование на русск, Сокращенное наименование на госуд, Признан налоговым органом бездейс, Ожидаемая численность занятых чел"
"imp_kfm_ul","historyLeaderInfo","Код страны постоянного местожител, ИИН, Налоговый номер в стране инкорпор, Фамилия, Отчество, ID субъекта, Дата утраты силы назначения на дол, Код отношения к гражданству, ID слоя, Код должности руководителя, Дата назначения на должность, Дата отстранения от должности, Код страны гражданства, Имя"
"imp_kfm_ul","historyLiquidationInfo","ID слоя, Наименование правопреемника, БИН правопреемника, Орган, принявший решение, Дата приказа, Номер приказа, Дата прекращения деятельности, Номер решения суда, Код основания ликвидации, Код типа реаорганизации, Код типа ликвидации, ID субъекта"
"imp_kfm_ul","identificationAddInfo","ID субъекта, ID слоя, Регистрирующий орган, Регистрационный номер субъекта, Сокращенное наименование на русск, Сокращенное наименование на госуд, Признан налоговым органом бездейс, Ожидаемая численность занятых чел"
"imp_kfm_ul","identificationInfo","ID субъекта, ID слоя, БИН субъекта, Код статуса субъекта, Код регистрационного действия, Дата регистрационного действия, Код формы организации, Код организационно-правовой формы, Полное наименование на русском яз, Полное наименование на государств, Телефон, Эл почта, Статус записи"
"imp_kfm_ul","leaderInfo","ID слоя, Дата отстранения от должности, Дата утраты силы назначения на до, Код отношения к гражданству, Код страны гражданства, Код страны постоянного местожител, Отчество, ИИН, Налоговый номер в стране инкорпор, Фамилия, ID субъекта, Имя, Код должности руководителя, Дата назначения на должность"
"imp_kfm_ul","mv_ul_dir_founder","iin_dir, iin_founder, bin_org, dir_appointment_date, is_curr_dir, head_position, dir_removal_date, is_curr_founder, id"
"imp_kfm_ul","ul_founder_fl","deposit, id, is_curr, reg_date, bin_org, iin, lastname, firstname, patronymic, share"
"imp_kfm_ul","ul_founder_ul","share, deposit, founder_name_ru, founder_bin, id, bin_org, reg_date, founder_reg_date, is_curr, is_resident"
"imp_kfm_ul","ul_leader","id, is_curr, lastname, reg_date, appointment_date, firstname, removal_date, patronymic, iin, bin_org, ul_status, position_id"
"imp_kfm_ul","ztFaces","Код организационно-правовой формы, Полное наименование на государств, Телефон, Эл почта, Статус записи, ID субъекта, ID слоя, БИН субъекта, Код статуса субъекта, Код регистрационного действия, Дата регистрационного действия, Код формы организации, Полное наименование на русском яз"
"imp_kfm_ul_10.04.24","ActualStat","ID субъекта, Размерность организации, Признак активности (ситуационный , Регистрационный код адреса, Код КАТО, Дата получения актуализации ОКЭД, адрес на русском языке, адрес на государственном языкеДат, ID слоя"
"imp_kfm_ul_10.04.24","AuthCapital","Доля гос-го капитала в процентах, УК всего тг, Доля гос-го капитала в тг, Доля частного капитала тг, Доля частного капитала в процента, ID субъекта, ID слоя"
"imp_kfm_ul_10.04.24","ETL_COLUMN_MAPPING","source_column_name, destination_data_type, source_data_type, ordinal_position, destination_column_name, table_catalog, table_name"
"imp_kfm_ul_10.04.24","LIQUIDActualStat","адрес на русском языке, Регистрационный код адреса, Код КАТО, Признак активности (ситуационный , Размерность организации, ID субъекта, ID слоя, Дата получения актуализации ОКЭД, адрес на государственном языке"
"imp_kfm_ul_10.04.24","LIQUIDAuthCapital","Доля частного капитала тг, Доля гос-го капитала в тг, УК всего тг, ID слоя, ID субъекта, Доля частного капитала в процента, Доля гос-го капитала в процентах"
"imp_kfm_ul_10.04.24","LIQUIDLiquidationInfo","Номер решения суда, Код типа реаорганизации, Код типа ликвидации, ID слоя, ID субъекта, Номер приказа, Дата приказа, Орган, принявший решение, БИН правопреемника, Наименование правопреемника, Дата прекращения деятельности, Код основания ликвидации"
"imp_kfm_ul_10.04.24","LIQUIDactivities","Код, ID слоя, ID субъекта, Наименование на казахском, Наименование на русском"
"imp_kfm_ul_10.04.24","LIQUIDactivitiesACT","Наименование на русском, ID слоя, ID субъекта, Код, Наименование на казахском"
"imp_kfm_ul_10.04.24","LIQUIDaddress","Область на русском языке, Область на государственном языке, Район на русском языке, Район на государственном языке, Сельский округ на русском языке, Сельский округ на государственном, Населенный пункт на русском языке, Населенный пункт на государственн, Название улицы на русском языке, Название улицы на государственном, Тип строения, Номер строения, Номер блока, Номер корпуса, Тип помещения, Номер помещения, Номер офиса Не входящий в РКА, ID субъекта, Регистрационный код адреса, ID слоя, Почтовый индекс, Код КАТО, Идентификатор АТЕ с ИС АР, код геонима по ИС АР"
"imp_kfm_ul_10.04.24","LIQUIDclassificationInfo","БИН субъекта, из которого выделил, ID субъекта, ID слоя, Способ образования, Код формы собственности, Коммерческая организация?, Субъект предпринимательства?, Код типа частного предприниматель, Дочерняя организация?, Международная организация?, Участие иностранных инвесторов?, Участие лица без гражданства?, Код типа государственного предпри, Код типа фонда, Код статуса РО/ОО, является государственным органом?"
"imp_kfm_ul_10.04.24","LIQUIDfoundersFl","ИИН, Доля вклада проц, Сумма вклада тг, Отчество, Имя, Фамилия, Налоговый номер в стране инкорпор, Код страны постоянного местожител, Код страны гражданства, Код отношения к гражданству, ID слоя, ID субъекта"
"imp_kfm_ul_10.04.24","LIQUIDfoundersInfo","Количество участников, учредителе, ID слоя, ID субъекта, В том числе юридических лиц, В том числе физических лиц"
"imp_kfm_ul_10.04.24","LIQUIDfoundersUl","Вид деятельности для иностранных , ID субъекта, ID слоя, Является резидентом РК?, Код страны инкорпорации, БИН, Регистрационный номер в стране ин, Налоговый номер в стране инкорпор, Дата (пере)регистрации, Полное наименование на русском яз, Сумма вклада тг, Доля вклада проц"
"imp_kfm_ul_10.04.24","LIQUIDheadOrgInfo","Код страны инкорпорации, Дата (пере)регистрации, Полное наименование на русском яз, Вид деятельности для иностранных , БИН, ID субъекта, ID слоя, Является резидентом РК?, Регистрационный номер в стране ин, Налоговый номер в стране инкорпор"
"imp_kfm_ul_10.04.24","LIQUIDhistoryActivities","Наименование на русском, Наименование на казахском, Код, ID слоя, ID субъекта"
"imp_kfm_ul_10.04.24","LIQUIDhistoryActivitiesACT","Наименование на русском, Наименование на казахском, ID субъекта, ID слоя, Код"
"imp_kfm_ul_10.04.24","LIQUIDhistoryActualStat","Признак активности (ситуационный , ID субъекта, Дата получения актуализации ОКЭД, адрес на русском языке, адрес на государственном языке, Размерность организации, ID слоя, Код КАТО, Регистрационный код адреса"
"imp_kfm_ul_10.04.24","LIQUIDhistoryAddress","Район на русском языке, Район на государственном языке, Сельский округ на русском языке, Сельский округ на государственном, Населенный пункт на русском языке, Населенный пункт на государственн, Название улицы на русском языке, Название улицы на государственном, Тип строения, Номер строения, Номер блока, Номер офиса Не входящий в РКА, Номер помещения, Тип помещения, Номер корпуса, ID субъекта, ID слоя, Регистрационный код адреса, Почтовый индекс, Код КАТО, Идентификатор АТЕ с ИС АР, код геонима по ИС АР, Область на русском языке, Область на государственном языке"
"imp_kfm_ul_10.04.24","LIQUIDhistoryAuthCapital","Доля частного капитала тг, ID субъекта, ID слоя, УК всего тг, Доля гос-го капитала в тг, Доля гос-го капитала в процентах, Доля частного капитала в процента"
"imp_kfm_ul_10.04.24","LIQUIDhistoryClassificationInfo","БИН субъекта, из которого выделил, Субъект предпринимательства?, Код типа частного предприниматель, Дочерняя организация?, Коммерческая организация?, Код формы собственности, Способ образования, ID слоя, ID субъекта, Международная организация?, Участие иностранных инвесторов?, Участие лица без гражданства?, Код типа государственного предпри, Код типа фонда, Код статуса РО/ОО, является государственным органом?"
"imp_kfm_ul_10.04.24","LIQUIDhistoryFoundersFl","Отчество, Имя, Фамилия, Налоговый номер в стране инкорпор, ИИН, Код страны постоянного местожител, Код страны гражданства, Код отношения к гражданству, ID слоя, ID субъекта, Доля вклада проц, Сумма вклада тг"
"imp_kfm_ul_10.04.24","LIQUIDhistoryFoundersInfo","Количество участников, учредителе, ID слоя, ID субъекта, В том числе физических лиц, В том числе юридических лиц"
"imp_kfm_ul_10.04.24","LIQUIDhistoryFoundersUl","Регистрационный номер в стране ин, Доля вклада проц, БИН, Является резидентом РК?, ID слоя, ID субъекта, Вид деятельности для иностранных , Сумма вклада тг, Код страны инкорпорации, Полное наименование на русском яз, Дата (пере)регистрации, Налоговый номер в стране инкорпор"
"imp_kfm_ul_10.04.24","LIQUIDhistoryHeadOrgInfo","Код страны инкорпорации, Вид деятельности для иностранных , Полное наименование на русском яз, Дата (пере)регистрации, Налоговый номер в стране инкорпор, Регистрационный номер в стране ин, БИН, Является резидентом РК?, ID слоя, ID субъекта"
"imp_kfm_ul_10.04.24","LIQUIDhistoryIdentificationAddInfo","ID субъекта, Сокращенное наименование на госуд, Признан налоговым органом бездейс, Ожидаемая численность занятых чел, Регистрирующий орган, Регистрационный номер субъекта, ID слоя, Сокращенное наименование на русск"
"imp_kfm_ul_10.04.24","LIQUIDhistoryLeaderInfo","Код страны постоянного местожител, Код страны гражданства, Код отношения к гражданству, ID слоя, ID субъекта, Дата назначения на должность, Дата утраты силы назначения на до, Код должности руководителя, Дата отстранения от должности, Отчество, Имя, Фамилия, Налоговый номер в стране инкорпор, ИИН"
"imp_kfm_ul_10.04.24","LIQUIDhistoryLiquidationInfo","Дата приказа, Номер решения суда, Код основания ликвидации, Код типа реаорганизации, Код типа ликвидации, ID слоя, ID субъекта, Наименование правопреемника, БИН правопреемника, Орган, принявший решение, Номер приказа, Дата прекращения деятельности"
"imp_kfm_ul_10.04.24","LIQUIDidentificationAddInfo","Регистрационный номер субъекта, Регистрирующий орган, ID субъекта, ID слоя, Ожидаемая численность занятых чел, Признан налоговым органом бездейс, Сокращенное наименование на госуд, Сокращенное наименование на русск"
"imp_kfm_ul_10.04.24","LIQUIDidentificationInfo","Полное наименование на государств, Код регистрационного действия, Дата регистрационного действия, Код формы организации, Код организационно-правовой формы, Полное наименование на русском яз, Телефон, Эл почта, Статус записи, Код статуса субъекта, БИН субъекта, ID слоя, ID субъекта"
"imp_kfm_ul_10.04.24","LIQUIDleaderInfo","Код страны гражданства, Код страны постоянного местожител, ИИН, Налоговый номер в стране инкорпор, Дата назначения на должность, Код должности руководителя, ID слоя, ID субъекта, Дата отстранения от должности, Дата утраты силы назначения на до, Код отношения к гражданству, Фамилия, Имя, Отчество"
"imp_kfm_ul_10.04.24","LIQUIDztFaces","Дата регистрационного действия, Код организационно-правовой формы, Полное наименование на русском яз, Полное наименование на государств, Телефон, Эл почта, Статус записи, ID субъекта, ID слоя, БИН субъекта, Код статуса субъекта, Код регистрационного действия, Код формы организации"
"imp_kfm_ul_10.04.24","LiquidationInfo","Дата приказа, Наименование правопреемника, БИН правопреемника, Орган, принявший решение, Номер приказа, Дата прекращения деятельности, Номер решения суда, Код основания ликвидации, Код типа реаорганизации, Код типа ликвидации, ID слоя, ID субъекта"
"imp_kfm_ul_10.04.24","REORGActualStat","ID субъекта, Дата получения актуализации ОКЭД, адрес на государственном языке, адрес на русском языке, Код КАТО, Регистрационный код адреса, Признак активности (ситуационный , Размерность организации, ID слоя"
"imp_kfm_ul_10.04.24","REORGAuthCapital","Доля частного капитала тг, Доля частного капитала в процента, УК всего тг, Доля гос-го капитала в тг, Доля гос-го капитала в процентах, ID слоя, ID субъекта"
"imp_kfm_ul_10.04.24","REORGLiquidationInfo","Код типа ликвидации, Орган, принявший решение, Дата приказа, Номер приказа, Дата прекращения деятельности, Номер решения суда, Код основания ликвидации, ID субъекта, ID слоя, Код типа реаорганизации, Наименование правопреемника, БИН правопреемника"
"imp_kfm_ul_10.04.24","REORGactivities","Наименование на казахском, Код, ID слоя, Наименование на русском, ID субъекта"
"imp_kfm_ul_10.04.24","REORGactivitiesACT","Код, Наименование на казахском, ID субъекта, Наименование на русском, ID слоя"
"imp_kfm_ul_10.04.24","REORGaddress","Область на русском языке, код геонима по ИС АР, Идентификатор АТЕ с ИС АР, Код КАТО, Почтовый индекс, Регистрационный код адреса, ID слоя, ID субъекта, Номер корпуса, Тип помещения, Номер помещения, Номер офиса Не входящий в РКА, Номер блока, Тип строения, Номер строения, Название улицы на государственном, Название улицы на русском языке, Населенный пункт на государственн, Населенный пункт на русском языке, Сельский округ на государственном, Сельский округ на русском языке, Район на государственном языке, Район на русском языке, Область на государственном языке"
"imp_kfm_ul_10.04.24","REORGclassificationInfo","Международная организация?, БИН субъекта, из которого выделил, является государственным органом?, Код статуса РО/ОО, Код типа фонда, Код типа государственного предпри, Участие лица без гражданства?, Участие иностранных инвесторов?, Дочерняя организация?, Код типа частного предприниматель, Субъект предпринимательства?, Коммерческая организация?, Код формы собственности, Способ образования, ID слоя, ID субъекта"
"imp_kfm_ul_10.04.24","REORGfoundersFl","ID субъекта, ID слоя, Доля вклада проц, Сумма вклада тг, Отчество, Имя, Код страны гражданства, Фамилия, Налоговый номер в стране инкорпор, Код отношения к гражданству, ИИН, Код страны постоянного местожител"
"imp_kfm_ul_10.04.24","REORGfoundersInfo","ID слоя, ID субъекта, Количество участников, учредителе, В том числе физических лиц, В том числе юридических лиц"
"imp_kfm_ul_10.04.24","REORGfoundersUl","Доля вклада проц, ID субъекта, ID слоя, Является резидентом РК?, Код страны инкорпорации, БИН, Регистрационный номер в стране ин, Налоговый номер в стране инкорпор, Дата (пере)регистрации, Сумма вклада тг, Полное наименование на русском яз, Вид деятельности для иностранных "
"imp_kfm_ul_10.04.24","REORGheadOrgInfo","Вид деятельности для иностранных , ID субъекта, ID слоя, Является резидентом РК?, Код страны инкорпорации, БИН, Регистрационный номер в стране ин, Налоговый номер в стране инкорпор, Дата (пере)регистрации, Полное наименование на русском яз"
"imp_kfm_ul_10.04.24","REORGhistoryActivities","Код, Наименование на русском, Наименование на казахском, ID субъекта, ID слоя"
"imp_kfm_ul_10.04.24","REORGhistoryActivitiesACT","Код, Наименование на русском, Наименование на казахском, ID субъекта, ID слоя"
"imp_kfm_ul_10.04.24","REORGhistoryActualStat","ID субъекта, Дата получения актуализации ОКЭД, адрес на государственном языке, адрес на русском языке, Код КАТО, Регистрационный код адреса, Признак активности (ситуационный , Размерность организации, ID слоя"
"imp_kfm_ul_10.04.24","REORGhistoryAddress","Номер помещения, Название улицы на государственном, Тип строения, Номер строения, Номер блока, Номер корпуса, Тип помещения, Номер офиса Не входящий в РКА, ID субъекта, ID слоя, Регистрационный код адреса, Почтовый индекс, Код КАТО, Идентификатор АТЕ с ИС АР, код геонима по ИС АР, Область на русском языке, Область на государственном языке, Район на русском языке, Район на государственном языке, Сельский округ на русском языке, Сельский округ на государственном, Населенный пункт на русском языке, Населенный пункт на государственн, Название улицы на русском языке"
"imp_kfm_ul_10.04.24","REORGhistoryAuthCapital","ID субъекта, ID слоя, УК всего тг, Доля гос-го капитала в тг, Доля гос-го капитала в процентах, Доля частного капитала тг, Доля частного капитала в процента"
"imp_kfm_ul_10.04.24","REORGhistoryClassificationInfo","Субъект предпринимательства?, ID субъекта, ID слоя, Способ образования, Код формы собственности, Коммерческая организация?, Код типа частного предприниматель, Дочерняя организация?, Международная организация?, Участие иностранных инвесторов?, Участие лица без гражданства?, Код типа государственного предпри, Код типа фонда, Код статуса РО/ОО, является государственным органом?, БИН субъекта, из которого выделил"
"imp_kfm_ul_10.04.24","REORGhistoryFoundersFl","Имя, Сумма вклада тг, Доля вклада проц, Код страны постоянного местожител, ИИН, Налоговый номер в стране инкорпор, Фамилия, Отчество, ID субъекта, ID слоя, Код отношения к гражданству, Код страны гражданства"
"imp_kfm_ul_10.04.24","REORGhistoryFoundersInfo","ID субъекта, ID слоя, Количество участников, учредителе, В том числе физических лиц, В том числе юридических лиц"
"imp_kfm_ul_10.04.24","REORGhistoryFoundersUl","Код страны инкорпорации, Регистрационный номер в стране ин, Налоговый номер в стране инкорпор, Дата (пере)регистрации, Полное наименование на русском яз, Вид деятельности для иностранных , Сумма вклада тг, Доля вклада проц, ID субъекта, ID слоя, Является резидентом РК?, БИН"
"imp_kfm_ul_10.04.24","REORGhistoryHeadOrgInfo","ID слоя, Код страны инкорпорации, Вид деятельности для иностранных , Полное наименование на русском яз, Дата (пере)регистрации, Налоговый номер в стране инкорпор, Регистрационный номер в стране ин, БИН, ID субъекта, Является резидентом РК?"
"imp_kfm_ul_10.04.24","REORGhistoryIdentificationAddInfo","Сокращенное наименование на госуд, Ожидаемая численность занятых чел, ID субъекта, ID слоя, Регистрирующий орган, Регистрационный номер субъекта, Сокращенное наименование на русск, Признан налоговым органом бездейс"
"imp_kfm_ul_10.04.24","REORGhistoryLeaderInfo","Код страны постоянного местожител, ИИН, Налоговый номер в стране инкорпор, Фамилия, Имя, Отчество, ID субъекта, Дата утраты силы назначения на до, Код отношения к гражданству, Дата отстранения от должности, Дата назначения на должность, Код должности руководителя, ID слоя, Код страны гражданства"
"imp_kfm_ul_10.04.24","REORGhistoryLiquidationInfo","Наименование правопреемника, ID субъекта, ID слоя, Код типа ликвидации, Код типа реаорганизации, Код основания ликвидации, Номер решения суда, Дата прекращения деятельности, Номер приказа, Дата приказа, Орган, принявший решение, БИН правопреемника"
"imp_kfm_ul_10.04.24","REORGidentificationAddInfo","ID слоя, ID субъекта, Ожидаемая численность занятых чел, Признан налоговым органом бездейс, Сокращенное наименование на госуд, Сокращенное наименование на русск, Регистрационный номер субъекта, Регистрирующий орган"
"imp_kfm_ul_10.04.24","REORGidentificationInfo","Полное наименование на русском яз, Полное наименование на государств, Телефон, Эл почта, Статус записи, Дата регистрационного действия, Код статуса субъекта, БИН субъекта, ID слоя, Код регистрационного действия, ID субъекта, Код формы организации, Код организационно-правовой формы"
"imp_kfm_ul_10.04.24","REORGleaderInfo","ID слоя, Фамилия, Налоговый номер в стране инкорпор, ИИН, Код страны постоянного местожител, Дата назначения на должность, Дата утраты силы назначения на до, Дата отстранения от должности, Код должности руководителя, Код отношения к гражданству, Код страны гражданства, Имя, Отчество, ID субъекта"
"imp_kfm_ul_10.04.24","REORGztFaces","Код статуса субъекта, ID слоя, Код организационно-правовой формы, Код формы организации, Дата регистрационного действия, Код регистрационного действия, БИН субъекта, ID субъекта, Эл почта, Статус записи, Телефон, Полное наименование на государств, Полное наименование на русском яз"
"imp_kfm_ul_10.04.24","activities","ID слоя, Код, Наименование на казахском, Наименование на русском, ID субъекта"
"imp_kfm_ul_10.04.24","activitiesACT","Код, Наименование на казахском, Наименование на русском, ID слоя, ID субъекта"
"imp_kfm_ul_10.04.24","address","ID слоя, Название улицы на русском языке, Название улицы на государственном, Тип строения, Номер строения, Номер блока, Номер корпуса, Тип помещения, Номер помещения, Номер офиса Не входящий в РКА, Почтовый индекс, Регистрационный код адреса, Населенный пункт на русском языке, ID субъекта, Населенный пункт на государственн, Сельский округ на государственном, Сельский округ на русском языке, код геонима по ИС АР, Область на русском языке, Область на государственном языке, Район на русском языке, Район на государственном языке, Идентификатор АТЕ с ИС АР, Код КАТО"
"imp_kfm_ul_10.04.24","classificationInfo","Способ образования, Код формы собственности, Коммерческая организация?, Субъект предпринимательства?, Код типа частного предприниматель, Дочерняя организация?, Международная организация?, Участие иностранных инвесторов?, Участие лица без гражданства?, Код типа государственного предпри, Код типа фонда, Код статуса РО/ОО, является государственным органом?, БИН субъекта, из которого выделилс, ID субъекта, ID слоя"
"imp_kfm_ul_10.04.24","foundersFl","Доля вклада проц, ID субъекта, ID слоя, Код отношения к гражданству, Код страны гражданства, Код страны постоянного местожител, ИИН, Налоговый номер в стране инкорпор, Фамилия, Имя, Отчество, Сумма вклада тг"
"imp_kfm_ul_10.04.24","foundersInfo","В том числе физических лиц, ID субъекта, ID слоя, Количество участников, учредителе, В том числе юридических лиц"
"imp_kfm_ul_10.04.24","foundersUl","Сумма вклада тг, ID субъекта, ID слоя, Является резидентом РК?, Код страны инкорпорации, БИН, Регистрационный номер в стране ин, Налоговый номер в стране инкорпор, Дата (пере)регистрации, Полное наименование на русском яз, Вид деятельности для иностранных , Доля вклада проц"
"imp_kfm_ul_10.04.24","headOrgInfo","Полное наименование на русском яз, ID субъекта, ID слоя, Является резидентом РК?, Код страны инкорпорации, БИН, Регистрационный номер в стране ин, Налоговый номер в стране инкорпор, Дата (пере)регистрации, Вид деятельности для иностранных "
"imp_kfm_ul_10.04.24","historyActivities","Наименование на русском, Наименование на казахском, Код, ID слоя, ID субъекта"
"imp_kfm_ul_10.04.24","historyActivitiesACT","Наименование на казахском, Наименование на русском, ID субъекта, ID слоя, Код"
"imp_kfm_ul_10.04.24","historyActualStat","Признак активности (ситуационный , Регистрационный код адреса, ID слоя, Размерность организации, ID субъекта, Дата получения актуализации ОКЭД, адрес на государственном языкеДат, адрес на русском языке, Код КАТО"
"imp_kfm_ul_10.04.24","historyAddress","Номер офиса Не входящий в РКА, Номер помещения, Тип помещения, Номер корпуса, Номер блока, Номер строения, Тип строения, Название улицы на государственном, Название улицы на русском языке, Населенный пункт на государственн, Населенный пункт на русском языке, Сельский округ на государственном, Сельский округ на русском языке, Район на государственном языке, Район на русском языке, Область на государственном языке, Область на русском языке, код геонима по ИС АР, Идентификатор АТЕ с ИС АР, Код КАТО, Почтовый индекс, Регистрационный код адреса, ID слоя, ID субъекта"
